compartment_id,detector_id,detector_rule_id,id,labels0,lifecycle_detail,lifecycle_state,locks,region,resource_id,resource_name,resource_type,risk_level,risk_score,target_id,time_first_detected,time_last_detected,comment,description,recommendation
ocid1.compartment.oc1..aaaaaaaa2s7bo2ktt73osenjzsab2uwrk72qj6lmwcr26ncbqquva5xbfl5q;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnsgtfuuysditt2s6ldjyn45xcfzgy5z7qhdq7sx6eseq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrealhtdngt3kwv7gibwywipb7gdalgpxqxfecnczvpf7dumsexixq;TEC-SCA-CAL-VMA-O11-002;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-05 01:45:59.819000+00:00;2025-09-16 17:46:19.128000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaao3jodfosepv3metrhjdmvkqhj62w6szajhgacb3szuyfo67lurkq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqqc5pfmrgzz2k3l3yepuseooyjjudw6xb3vhehfinfifa;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljr3tqggv5q4efnlfai42hrsbmyjwzzzjrrghiuucxcoksh62qhbwoa;COM-RDD-DES-VMA-O11-002;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-09 21:38:24.165000+00:00;2025-09-16 17:46:26.533000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaalul665g5ejdlo5i5gxzyzsfjcwyiv3t2jfejbbwvvecz3o4qbilq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqb4zo4vkmnqhp3op7halnk7whgoxvp5r7wjknoj6un3ta;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrwynewptqvpkz63no5c7peklkm7nupijyfk5mjqtkmedlpblsytpa;STF-VOT-DES-SDB-O11-001;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-14 17:53:56.855000+00:00;2025-09-16 17:46:26.483000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaalul665g5ejdlo5i5gxzyzsfjcwyiv3t2jfejbbwvvecz3o4qbilq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqx2t6imbbxcvtwrxwni2ysxltl6pvmsr62oqdeiu64f7q;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljr4bwljllqax4kkvru3hufi7s45polleuhypmctq764fctdkvyusna;STF-VOT-DES-VMA_O11_001;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-14 17:53:55.201000+00:00;2025-09-16 17:46:26.440000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaatyeqdzx7gxawnscxzsm3zujs3s4pnhtk3xvqyewip2wyfyuycfiq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqwpp66dug7msb4hs4qlupjf26fu6adecrcv56n4pncbyq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrcrmnq4wrmmkl54itmprkdvshg7kt5mx5ekgliximfhf53m7qduwa;COM-POL-CAL-SDB-O11-002;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-03 23:54:02.493000+00:00;2025-09-16 17:46:28.405000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq4dp7j4ajla7brvanojmmzdptnbxewczbgeyveg3vhqoa;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrgvsjzvz46fzcuhwfs6dzg2mlfrwkt7hv7uimoh76pakn5hznfw4q;TEC-SCA-PRO-VMA-O11-007;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-07 20:46:56.160000+00:00;2025-09-16 17:46:19.926000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa35raeuvx3cxe7mnpgxanqsz6kxclq4zsqqi6xc6yjg43jmj5fyza;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqjb4ifdkj5q4xskbclqzjo5hklsyflsth2k5luvizukna;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrtzctp3zdamibfywws6a6nbk3blg5f2ijqxu7zs2pxb5b2hfjp6da;COM-POL-PRO-VMA-O11-006;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-08 16:51:34.405000+00:00;2025-09-16 17:46:20.391000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa35raeuvx3cxe7mnpgxanqsz6kxclq4zsqqi6xc6yjg43jmj5fyza;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqr33ysdrekce4efjncfbwufrvuswztmdkuhemdjyftquq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrxgq2rqpiguwx7pkhrkghq2xybqc4kj6umx2kmu224mwlptwv3ema;COM-POL-PRO-VMA-O11-004;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-08 16:51:36+00:00;2025-09-16 17:46:18.979000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaaa2khl4r5lmbjy5cz7kk52hf6ao5ngvjj2bt53vz66ulkgsy746uq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqesp5z4uxzepbuith26gp5l5dq3zkrtp3vg7mwvmjq7ma;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrhk2j6p4zrvwjbqjgti266aatgglvpzpvdvk45dw7xwigbhoam26a;COM-QDA-CAL-VMA-O11-003;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-10 23:41:29.143000+00:00;2025-09-16 17:46:26.457000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaaa2khl4r5lmbjy5cz7kk52hf6ao5ngvjj2bt53vz66ulkgsy746uq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnuxq56q3wsvdkpcipk56njsauxi3vc7bp434xxu2dpjq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrts4j6pc6rwbjlt2dnrrlz6jkbfyuuera4xvqrtoewisahjc2kenq;COM-QDA-CAL-VMA-O11-001;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-10 23:41:28.504000+00:00;2025-09-16 17:46:21.200000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaao3jodfosepv3metrhjdmvkqhj62w6szajhgacb3szuyfo67lurkq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq32wbjo5eqw6zwj3k5gissmcu7icrvp3jvhl56qv23ggq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrvvxk6nd22ywxcxauhjy66rxcmeafrwdk4tglvvtyebfdntl2dcxa;COM-RDD-DES-VMA-O11-001;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-09 21:38:50.072000+00:00;2025-09-16 17:46:26.369000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqihyrjkkvovgp4tpewxrsgp2rh3sjt5afzpzw6ivkpcja;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljr75jqp3fcn7hqdunsd4pgrtofqcr263w6eevohfam6zvvqij3awbq;TEC-SCA-PRO-SDB-O11-002;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 17:21:35.450000+00:00;2025-09-16 17:46:20.137000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqymks7s7ksmw4embzpzk2t7o3vmt5jlcakowjmbprx75q;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrzoypw7njzvu5a7teep7ko46ldhp4x5qmnb6zx7mpurhk7uo4uhca;TEC-SCA-PRO-VMA-O11-006;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 17:21:34.395000+00:00;2025-09-16 17:46:21.567000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaaht7hzjqy4yohud65nxohksteairjojiqk34ieplfenfg2sdbp4xq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqlrgo57jovs62lzi5x7327f3kg3n2d6ulxmwj75nqon7q;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljr5l5fxoujguko4ityccikf45ifhkc65z74s3jka47545hsqtr3bca;TEC-CSE-CAL-VMA-O11-007 - informatica ;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-09 05:08:29.388000+00:00;2025-09-16 17:46:24.497000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqdp7wkiujqysomkutepwtbrwlqofgo2xw6hinspfs6sqa;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrp7twr63t5hupwplvp6ya7phlvrqcpac2x2m74nykj6lqdzwzo4tq;TEC-SCA-PRO-VMA-O11-004;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-31 17:08:02.963000+00:00;2025-09-16 17:46:20.492000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaaleuxcieeluii4jlcl3pepcmrmxbb3hdalt5m2rpfvxzwwvrjlzga;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcql4zqga7xut5dhmtvdwmoetml5i6jskpvku47gefctwxa;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljr5memki6hig3uaoil4ddeiqinfvv4geg6wgkafyfas2b332vfcorq;TEC-SCA-DES-VMA-O11-008;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-01 14:45:51.098000+00:00;2025-09-16 17:46:25.492000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa5aw6zibt4pcsxvjlnow3auyylklzbpvlwwfxjetyux7ujmuqljaa;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq6mgy6itfsrmc4t7abc4cvmzsuibe66fi3rdvqlsd2dxa;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrw4tygww3tc3xgeo5f3mjer6bdu3uaeza64vef2gzirhx7pri75la;TEC-SCA-PRO-VMA-O11-011;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-15 22:05:40.930000+00:00;2025-09-16 17:46:21.482000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqhcailsttrxnf3iarhiuh2c6c3fwrg5wdi434am2mhi4q;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrmm56vw3bpbhhw6nzxsatk7n4locw3sxx7ufrtl5nt62lejom2mga;GOB-BBT-PRO-VMA-OCI1-002;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:08:13.324000+00:00;2025-09-16 17:46:18.950000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaaht7hzjqy4yohud65nxohksteairjojiqk34ieplfenfg2sdbp4xq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq2s46cem4cdbrwrkkk6wyh5cxp7zyowu66bxltd4pqt7a;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrtdhrtyncv6ndckvjnv4yz5byfxrkpgehpd5u4af446irc7rsv3lq;TEMP_TRANSFER_DATA;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-15 21:42:48.779000+00:00;2025-09-16 17:46:24.556000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa5mcbqhf5rsb425ciyygsze76ukejy7e5c4nsxcsk5yacvsfr7wnq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnmj3lbmuptfhsa53fdvntehbfrjojdpokrwkuhvzrowq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrobtyzx2wh7bb7cqdnldp6xxodl5mzei5wlenfnshstcm7egtlwga;STF-SUP-PRO-VMA-O11-001;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-23 10:18:23.926000+00:00;2025-09-16 17:46:19.953000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaazabxucucyuuv36onpvdh5wvuvc4kfevoiw6gi7nw4xjd46zmt3ua;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq7gcovm6xtztuxpuatjnlu7eky3ka5645wkao2hcso6bq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrxz3wgs5epxx3ulq66af34nbymgs552wzhisca2wwr6jp7js37ofq;STF-VOT-PRO-VMA-OCI1-001;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-08-15 15:58:01.227000+00:00;2025-09-16 17:46:29.925000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcq4mwio7hxtgbhv2um2lu7g5vhzvk7n63ms4zfknk7unha;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrgwwqqpsw74avluk2d7ctv5bxexegbhtjcrt37jzkmu7663suchtq;GOB-BBT-PRO-VMA-OCI1-004;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:16:35.838000+00:00;2025-09-16 17:46:20.400000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaa2xfzrtyur7o3eesjtw3r2rrq5hjn7kdasiyxztkjf6x4h5h6skya;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqqtidjajpf5d7ylfp6svqqwniejvw2xhu2higzlo3qrpq;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrsbxhazkxltsnsnci4iymppavdtgsabplxjthgz5olzdrbwya4ynq;GOB-BBT-PRO-VMA-OCI1-005;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-22 23:16:36.647000+00:00;2025-09-16 17:46:19.543000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
ocid1.compartment.oc1..aaaaaaaaiz5ve4v3ezanfsojomk3v6sghzf4qq5ewpdp7rt6vgwcdcgajbtq;IAAS_CONFIGURATION_DETECTOR;BLOCK_VOLUME_ENCRYPTED_WITH_ORACLE_MANAGED_KEY;ocid1.cloudguardproblem.oc1.sa-saopaulo-1.amaaaaaanla7rtcqnyareikevzhefisxyuorcszoadzihbiv43usf3vzx62q;KMS;OPEN;ACTIVE;None;sa-saopaulo-1;ocid1.volume.oc1.sa-saopaulo-1.abtxeljrsdq6umlsfu3vb6oorkh6dvndvo747idwd3m5ewjoapmmsnl24hua;COM-RDD-PRO-SDB-O11-002;BlockVolume;MINOR;None;ocid1.cloudguardtarget.oc1.sa-saopaulo-1.amaaaaaanla7rtaajb2il27ksdnroig647dl76zahnhazxbh5jpf2mcjhp7a;2025-07-25 18:07:57.036000+00:00;2025-09-16 17:46:24.518000+00:00;;Encryption of volumes provides an additional level of security on your data. Management of encryption keys is critical to protecting and accessing protected data. Some customers want to identify Block Volumes encrypted Oracle-managed keys in order to apply their own key lifecycle management to the volume.;Assign a vault key to this volume
